iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
MGS202.A0101	MGS139.A0101	283.5657026618719	3303.4744098578813	20.0	3303.4744098578813	20.0	3303.4744098578813	20.0	3303.4744098578813	20.0
RKF162.A0101	RKF118.A0101	283.59240256249905	3303.4192012964922	20.0	3303.4192012964922	20.0	3303.4192012964922	20.0	3303.4192012964922	20.0
LEO020.A0101	LEO036.A0101	283.64420253783464	3303.3879979819176	20.0	3303.3879979819176	20.0	3303.3879979819176	20.0	3303.3879979819176	20.0
RKC029.A0101	RKC011.A0101	283.3731025457382	3303.3137191325295	20.0	3303.3137191325295	20.0	3303.3137191325295	20.0	3303.3137191325295	20.0
RKF185.A0101	RKF164.A0101	283.074102550745	3303.298008324782	21.0	3303.298008324782	21.0	3303.298008324782	21.0	3303.298008324782	21.0
MGS323.A0101	MGS289.A0101	283.38510263711214	3303.266496422293	20.0	3303.266496422293	20.0	3303.266496422293	20.0	3303.266496422293	20.0
CSK004.A0101	CSK016.A0101	283.3280026912689	3303.2207167649176	20.0	3303.2207167649176	20.0	3303.2207167649176	20.0	3303.2207167649176	20.0
RKF218.A0101	RKF020.A0101	283.61090254038567	3303.203401977953	20.0	3303.203401977953	20.0	3303.203401977953	20.0	3303.203401977953	20.0
RKF142.A0101	RKF042.A0101	283.6522025987506	3303.197101990372	20.0	3303.197101990372	20.0	3303.197101990372	20.0	3303.197101990372	20.0
XXX001.A1809	KFJ025.A0101	283.2685025408864	3303.1155034375843	22.0	3303.1155034375843	22.0	3303.1155034375843	22.0	3303.1155034375843	22.0
XXX001.A1814	KFJ049.A0101	283.64420253783464	3303.0883966865076	20.0	3303.0883966865076	20.0	3303.0883966865076	20.0	3303.0883966865076	20.0
RKF163.A0101	RKF164.A0101	283.11350271105766	3303.075411925238	20.0	3303.075411925238	20.0	3303.075411925238	20.0	3303.075411925238	20.0
KUP012.A0101	KUP010.A0101	283.6522025987506	3303.0002060126208	20.0	3303.0002060126208	20.0	3303.0002060126208	20.0	3303.0002060126208	20.0
RKC031.A0101	RKF238.A0101	268.78099282621406	3302.83548963489	21.0	3302.83548963489	21.0	3302.83548963489	21.0	3302.83548963489	21.0
KFJ053.A0101	XXX001.A1809	283.2685025408864	3302.812903498125	20.0	3302.812903498125	20.0	3302.812903498125	20.0	3302.812903498125	20.0
LEO050.A0101	LEO049.A0101	283.24240259826183	3302.799402025994	20.0	3302.799402025994	20.0	3302.799402025994	20.0	3302.799402025994	20.0
MGS453.A0101	MGS457.A0101	283.36290270090103	3302.7848163357703	20.0	3302.7848163357703	20.0	3302.7848163357703	20.0	3302.7848163357703	20.0
MGS312.A0101	MGS167.A0101	283.38510263711214	3302.711000697309	20.0	3302.711000697309	20.0	3302.711000697309	20.0	3302.711000697309	20.0
RKF052.A0101	RKF172.A0101	283.3448026329279	3302.6683013129514	21.0	3302.6683013129514	21.0	3302.6683013129514	21.0	3302.6683013129514	21.0
XXX001.A1814	XXX001.A1815	283.3814026787877	3302.6280015474185	20.0	3302.6280015474185	20.0	3302.6280015474185	20.0	3302.6280015474185	20.0
MGS239.A0101	MGS238.A0101	283.074102550745	3302.6009029330453	20.0	3302.6009029330453	20.0	3302.6009029330453	20.0	3302.6009029330453	20.0
RKF002.A0101	RKF142.A0101	283.38510263711214	3302.5223015865777	20.0	3302.5223015865777	20.0	3302.5223015865777	20.0	3302.5223015865777	20.0
MGS319.A0101	MGS224.A0101	283.61090254038567	3302.471901728859	20.0	3302.471901728859	20.0	3302.471901728859	20.0	3302.471901728859	20.0
CSK028.A0101	CSK003.A0101	268.78099282621406	3302.342721507739	21.0	3302.342721507739	21.0	3302.342721507739	21.0	3302.342721507739	21.0
LEO121.A0101	LEO050.A0101	283.1507096067071	3302.318913664203	20.0	3302.318913664203	20.0	3302.318913664203	20.0	3302.318913664203	20.0
MGS016.A0101	MGS458.A0101	283.3395026624203	3302.316202330803	20.0	3302.316202330803	20.0	3302.316202330803	20.0	3302.316202330803	20.0
MGS198.A0101	MGS213.A0101	283.34039598703384	3302.296394275618	20.0	3302.296394275618	20.0	3302.296394275618	20.0	3302.296394275618	20.0
KFJ017.A0101	KFJ018.A0101	283.59240256249905	3302.264903266041	21.0	3302.264903266041	21.0	3302.264903266041	21.0	3302.264903266041	21.0
RKC011.A0101	RKC027.A0101	268.0927975976374	3302.2319980686007	23.0	3302.2319980686007	23.0	3302.2319980686007	23.0	3284.4117987711797	22.0
MGS035.A0101	MGS202.A0101	283.38510263711214	3302.2214076467208	21.0	3302.2214076467208	21.0	3302.2214076467208	21.0	3302.2214076467208	21.0
MGS025.A0101	MGS024.A0101	283.36290270090103	3302.221001594444	20.0	3302.221001594444	20.0	3302.221001594444	20.0	3302.221001594444	20.0
MGS352.A0101	MGS438.A0101	283.3468025550246	3302.105501580809	20.0	3302.105501580809	20.0	3302.105501580809	20.0	3302.105501580809	20.0
MGS249.A0101	MGS316.A0101	283.3731025457382	3302.0852175861364	21.0	3302.0852175861364	21.0	3302.0852175861364	21.0	3302.0852175861364	21.0
RKF127.A0101	RKF017.A0101	283.30540265887976	3302.0429974661965	20.0	3302.0429974661965	20.0	3302.0429974661965	20.0	3302.0429974661965	20.0
MGS248.A0101	MGS247.A0101	283.46820268780004	3301.799201578251	20.0	3301.799201578251	20.0	3301.799201578251	20.0	3301.799201578251	20.0
RKF173.A0101	RKF172.A0101	283.36290270090103	3301.795224313537	21.0	3301.795224313537	21.0	3301.795224313537	21.0	3301.795224313537	21.0
RKC035.A0101	RKC031.A0101	268.78099282621406	3301.7859051120467	21.0	3301.7859051120467	21.0	3301.7859051120467	21.0	3301.7859051120467	21.0
LEO046.A0101	LEO048.A0101	283.5657026618719	3301.6678027095622	20.0	3301.6678027095622	20.0	3301.6678027095622	20.0	3301.6678027095622	20.0
RKF028.A0101	RKF010.A0101	283.61090254038567	3301.609406580974	21.0	3301.609406580974	21.0	3301.609406580974	21.0	3301.609406580974	21.0
RKF196.A0101	RKF121.A0101	283.64420253783464	3301.357603777433	21.0	3301.357603777433	21.0	3301.357603777433	21.0	3301.357603777433	21.0
RKF250.A0101	RKF270.A0101	268.78099282621406	3301.272609208536	21.0	3301.272609208536	21.0	3301.272609208536	21.0	3301.272609208536	21.0
RKC011.A0101	RKC028.A0101	283.4419026970864	3301.255602369929	20.0	3301.255602369929	20.0	3301.255602369929	20.0	3301.255602369929	20.0
MGS185.A0101	MGS188.A0101	283.38510263711214	3301.234696932079	21.0	3301.234696932079	21.0	3301.234696932079	21.0	3301.234696932079	21.0
XXX001.A1814	KFJ047.A0101	283.64420253783464	3301.1949116073083	21.0	3301.1949116073083	21.0	3301.1949116073083	21.0	3301.1949116073083	21.0
MGS230.A0101	MGS055.A0101	283.532202616334	3301.1006849992555	20.0	3301.1006849992555	20.0	3301.1006849992555	20.0	3301.1006849992555	20.0
RKF196.A0101	RKF194.A0101	283.3468025550246	3301.088609512044	20.0	3301.088609512044	20.0	3301.088609512044	20.0	3301.088609512044	20.0
MGS299.A0101	MGS293.A0101	283.6522025987506	3301.0590969381155	20.0	3301.0590969381155	20.0	3301.0590969381155	20.0	3301.0590969381155	20.0
RKC035.A0101	RKC032.A0101	283.64420253783464	3300.9097174171984	20.0	3300.9097174171984	20.0	3300.9097174171984	20.0	3300.9097174171984	20.0
RKC023.A0101	RKF142.A0101	268.78099282621406	3300.8612035198894	21.0	3300.8612035198894	21.0	3300.8612035198894	21.0	3300.8612035198894	21.0
XXX001.A1814	KFJ051.A0101	283.5474025458097	3300.6791105886805	20.0	3300.6791105886805	20.0	3300.6791105886805	20.0	3300.6791105886805	20.0
KUP018.A0101	KUP009.A0101	283.64060260355484	3300.6489903978945	20.0	3300.6489903978945	20.0	3300.6489903978945	20.0	3300.6489903978945	20.0
MGS323.A0101	MGS324.A0101	283.28240271657705	3300.5651021114318	20.0	3300.5651021114318	20.0	3300.5651021114318	20.0	3300.5651021114318	20.0
RKF226.A0101	RKF148.A0101	283.5657026618719	3300.546717675752	21.0	3300.546717675752	21.0	3300.546717675752	21.0	3300.546717675752	21.0
MGS237.A0101	MGS238.A0101	283.3339026197791	3300.3979019718827	20.0	3300.3979019718827	20.0	3300.3979019718827	20.0	3300.3979019718827	20.0
RKF170.A0101	RKF213.A0101	283.36290270090103	3300.3856070063193	20.0	3300.3856070063193	20.0	3300.3856070063193	20.0	3300.3856070063193	20.0
RKF046.A0101	RKF043.A0101	268.78789282927755	3300.3581995348213	21.0	3300.3581995348213	21.0	3300.3581995348213	21.0	3300.3581995348213	21.0
RKF207.A0101	RKF237.A0101	283.11350271105766	3300.30111031665	22.0	3300.30111031665	22.0	3300.30111031665	22.0	3300.30111031665	22.0
RKF181.A0101	RKF164.A0101	283.11350271105766	3300.1211033442814	21.0	3300.1211033442814	21.0	3300.1211033442814	21.0	3300.1211033442814	21.0
KUP019.A0101	KUP017.A0101	283.24240259826183	3300.045605393825	21.0	3300.045605393825	21.0	3300.045605393825	21.0	3300.045605393825	21.0
RKF185.A0101	RKF148.A0101	283.2471026107669	3300.0258014602878	21.0	3300.0258014602878	21.0	3300.0258014602878	21.0	3300.0258014602878	21.0
RKF268.A0101	RKF273.A0101	268.7333091103937	3299.928921875835	21.0	3299.928921875835	21.0	3299.928921875835	21.0	3299.928921875835	21.0
MGS060.A0101	MGS055.A0101	268.73580132378265	3299.9031097087936	21.0	3299.9031097087936	21.0	3299.9031097087936	21.0	3299.9031097087936	21.0
MGS322.A0101	MGS321.A0101	268.77949282643385	3299.8788015574974	21.0	3299.8788015574974	21.0	3299.8788015574974	21.0	3299.8788015574974	21.0
CSK032.A0101	CSK050.A0101	283.5436025634408	3299.8744066106156	20.0	3299.8744066106156	20.0	3299.8744066106156	20.0	3299.8744066106156	20.0
MGS316.A0101	MGS244.A0101	283.4419026970864	3299.828804185381	22.0	3299.828804185381	22.0	3299.828804185381	22.0	3281.563704162545	21.0
RKF256.A0101	RKF254.A0101	268.77949282643385	3299.596985818789	21.0	3299.596985818789	21.0	3299.596985818789	21.0	3299.596985818789	21.0
RKF153.A0101	RKF036.A0101	268.78099282621406	3299.4149934304005	21.0	3299.4149934304005	21.0	3299.4149934304005	21.0	3299.4149934304005	21.0
MGS035.A0101	MGS175.A0101	283.38510263711214	3299.3385021465656	20.0	3299.3385021465656	20.0	3299.3385021465656	20.0	3299.3385021465656	20.0
MGS016.A0101	MGS021.A0101	268.78099282621406	3299.3087844804904	22.0	3299.3087844804904	22.0	3299.3087844804904	22.0	3299.3087844804904	22.0
XXX001.A1814	KFJ050.A0101	283.5384026169777	3299.254009500146	20.0	3299.254009500146	20.0	3299.254009500146	20.0	3299.254009500146	20.0
MGS447.A0101	MGS308.A0101	268.40181191801094	3299.244528215786	21.0	3299.244528215786	21.0	3299.244528215786	21.0	3299.244528215786	21.0
RKF209.A0101	RKF042.A0101	268.78099282621406	3299.1050067903416	21.0	3299.1050067903416	21.0	3299.1050067903416	21.0	3299.1050067903416	21.0
RKF036.A0101	RKF031.A0101	283.532202616334	3299.0541967701574	21.0	3299.0541967701574	21.0	3299.0541967701574	21.0	3299.0541967701574	21.0
KUP007.A0101	KUP023.A0101	223.23740323772654	3298.9666877969285	23.0	3298.9666877969285	23.0	3298.9666877969285	23.0	3298.9666877969285	23.0
RKC020.A0101	RKF142.A0101	283.70030261576176	3298.958201757341	20.0	3298.958201757341	20.0	3298.958201757341	20.0	3298.958201757341	20.0
MGS053.A0101	MGS039.A0101	283.35460256785154	3298.917502832046	20.0	3298.917502832046	20.0	3298.917502832046	20.0	3298.917502832046	20.0
RKF148.A0101	RKF147.A0101	283.61090254038567	3298.88542273402	20.0	3298.88542273402	20.0	3298.88542273402	20.0	3298.88542273402	20.0
LEO095.A0101	LEO089.A0101	280.8159027248621	3298.879008401127	20.0	3298.879008401127	20.0	3298.879008401127	20.0	3298.879008401127	20.0
RKF010.A0101	RKF042.A0101	283.2445068284869	3298.85400851781	20.0	3298.85400851781	20.0	3298.85400851781	20.0	3298.85400851781	20.0
RKC036.A0101	RKC033.A0101	283.4419026970864	3298.8516015393543	20.0	3298.8516015393543	20.0	3298.8516015393543	20.0	3298.8516015393543	20.0
RKC018.A0101	RKC021.A0101	283.70030261576176	3298.7372053707077	21.0	3298.7372053707077	21.0	3298.7372053707077	21.0	3298.7372053707077	21.0
RKF139.A0101	RKF004.A0101	283.46820268780004	3298.7182975397445	20.0	3298.7182975397445	20.0	3298.7182975397445	20.0	3298.7182975397445	20.0
MGS016.A0101	MGS040.A0101	283.38510263711214	3298.320288256218	20.0	3298.320288256218	20.0	3298.320288256218	20.0	3298.320288256218	20.0
RKF153.A0101	RKF155.A0101	283.180002681911	3298.2001835713163	20.0	3298.2001835713163	20.0	3298.2001835713163	20.0	3298.2001835713163	20.0
RKF151.A0101	RKF158.A0101	283.40180944651365	3298.157609225018	20.0	3298.157609225018	20.0	3298.157609225018	20.0	3298.157609225018	20.0
MGS289.A0101	MGS413.A0101	283.38510263711214	3298.0723981076153	21.0	3298.0723981076153	21.0	3298.0723981076153	21.0	3298.0723981076153	21.0
XXX001.A1814	XXX001.A1809	283.2301026210189	3297.9899054822454	20.0	3297.9899054822454	20.0	3297.9899054822454	20.0	3297.9899054822454	20.0
MGS156.A0101	MGS159.A0101	268.77949282643385	3297.9524062684504	21.0	3297.9524062684504	21.0	3297.9524062684504	21.0	3297.9524062684504	21.0
XXX001.A1815	KFJ030.A0101	283.38510263711214	3297.932219340146	20.0	3297.932219340146	20.0	3297.932219340146	20.0	3297.932219340146	20.0
XXX001.A1809	KFJ030.A0101	283.180002681911	3297.7841061256186	20.0	3297.7841061256186	20.0	3297.7841061256186	20.0	3297.7841061256186	20.0
MGS276.A0101	MGS277.A0101	283.107303828001	3297.7343916063546	20.0	3297.7343916063546	20.0	3297.7343916063546	20.0	3297.7343916063546	20.0
MGS306.A0101	MGS417.A0101	283.5657026618719	3297.5754070823314	21.0	3297.5754070823314	21.0	3297.5754070823314	21.0	3297.5754070823314	21.0
RKF228.A0101	RKF084.A0101	283.5474025458097	3297.4901208981464	20.0	3297.4901208981464	20.0	3297.4901208981464	20.0	3297.4901208981464	20.0
RKF142.A0101	RKF199.A0101	279.3179916217923	3297.475192134152	21.0	3297.475192134152	21.0	3297.475192134152	21.0	3297.475192134152	21.0
LEO095.A0101	LEO056.A0101	283.532202616334	3297.471899240918	20.0	3297.471899240918	20.0	3297.471899240918	20.0	3297.471899240918	20.0
RKF047.A0101	RKF160.A0101	283.46820268780004	3297.439602292434	20.0	3297.439602292434	20.0	3297.439602292434	20.0	3297.439602292434	20.0
LEO082.A0101	LEO112.A0101	268.77949282643385	3297.4370066440315	22.0	3297.4370066440315	22.0	3297.4370066440315	22.0	3297.4370066440315	22.0
RKF268.A0101	RKF270.A0101	283.46820268780004	3297.3997206019703	20.0	3297.3997206019703	20.0	3297.3997206019703	20.0	3297.3997206019703	20.0
LEO097.A0101	LEO098.A0101	268.78099282621406	3297.343691014976	21.0	3297.343691014976	21.0	3297.343691014976	21.0	3297.343691014976	21.0
RKF140.A0101	RKF014.A0101	283.46820268780004	3297.0723981939955	21.0	3297.0723981939955	21.0	3297.0723981939955	21.0	3297.0723981939955	21.0
MGS101.A0101	MGS237.A0101	283.532202616334	3296.9004896716797	21.0	3296.9004896716797	21.0	3296.9004896716797	21.0	3296.9004896716797	21.0
KFJ020.A0101	KFJ007.A0101	282.7768102288246	3296.8856057705125	20.0	3296.8856057705125	20.0	3296.8856057705125	20.0	3296.8856057705125	20.0
MGS234.A0101	MGS319.A0101	283.3468025550246	3296.8574022677785	21.0	3296.8574022677785	21.0	3296.8574022677785	21.0	3296.8574022677785	21.0
MGS122.A0101	MGS044.A0101	283.3363026380539	3296.7757060607255	20.0	3296.7757060607255	20.0	3296.7757060607255	20.0	3296.7757060607255	20.0
MGS127.A0101	MGS158.A0101	268.78099282621406	3296.606520057685	21.0	3296.606520057685	21.0	3296.606520057685	21.0	3296.606520057685	21.0
MGS185.A0101	MGS038.A0101	268.78099282621406	3296.6012967648567	23.0	3296.6012967648567	23.0	3296.6012967648567	23.0	3296.6012967648567	23.0
HNJ012.A0101	HNJ011.A0101	283.33740271627903	3296.583183517214	22.0	3296.583183517214	22.0	3296.583183517214	22.0	3296.583183517214	22.0
XXX001.A1812	XXX001.A1811	283.38510263711214	3296.543706431112	21.0	3296.543706431112	21.0	3280.8797011515708	20.0	3280.8797011515708	20.0
MGS067.A0101	MGS037.A0101	268.78099282621406	3296.3756983343046	21.0	3296.3756983343046	21.0	3296.3756983343046	21.0	3296.3756983343046	21.0
RKF129.A0101	RKF067.A0101	283.3567038178444	3296.2244116832153	21.0	3296.2244116832153	21.0	3296.2244116832153	21.0	3296.2244116832153	21.0
MGS188.A0101	MGS392.A0101	283.38510263711214	3296.1178075507632	21.0	3296.1178075507632	21.0	3296.1178075507632	21.0	3296.1178075507632	21.0
MGS220.A0101	MGS219.A0101	283.61090254038567	3296.093395083153	21.0	3296.093395083153	21.0	3296.093395083153	21.0	3296.093395083153	21.0
LEO073.A0101	LEO026.A0101	283.61090254038567	3296.064500696957	20.0	3296.064500696957	20.0	3296.064500696957	20.0	3296.064500696957	20.0
MGS012.A0101	MGS010.A0101	268.78099282621406	3295.8118050148187	23.0	3295.8118050148187	23.0	3295.8118050148187	23.0	3295.8118050148187	23.0
RKF127.A0101	RKF218.A0101	224.3721932172776	3295.696009630774	22.0	3295.696009630774	22.0	3295.696009630774	22.0	3295.696009630774	22.0
MGS241.A0101	MGS238.A0101	283.3468025550246	3295.6700179820473	20.0	3295.6700179820473	20.0	3295.6700179820473	20.0	3295.6700179820473	20.0
RKF018.A0101	RKF020.A0101	268.78099282621406	3295.643801096594	21.0	3295.643801096594	21.0	3295.643801096594	21.0	3295.643801096594	21.0
RKF155.A0101	RKF031.A0101	283.61090254038567	3295.604193230247	21.0	3295.604193230247	21.0	3295.604193230247	21.0	3295.604193230247	21.0
MGS458.A0101	MGS036.A0101	283.3814026787877	3295.4406991484575	20.0	3295.4406991484575	20.0	3295.4406991484575	20.0	3295.4406991484575	20.0
MGS053.A0101	MGS077.A0101	283.5474025458097	3295.30880199236	20.0	3295.30880199236	20.0	3295.30880199236	20.0	3295.30880199236	20.0
RKC010.A0101	RKC027.A0101	283.5614025592804	3295.217290447181	22.0	3295.217290447181	22.0	3295.217290447181	22.0	3295.217290447181	22.0
KUP026.A0101	KUP022.A0101	283.5820090025664	3295.1500133465743	20.0	3295.1500133465743	20.0	3295.1500133465743	20.0	3295.1500133465743	20.0
RKF196.A0101	RKF195.A0101	283.5657026618719	3295.1025063222914	21.0	3295.1025063222914	21.0	3295.1025063222914	21.0	3295.1025063222914	21.0
KFJ029.A0101	KFJ039.A0101	283.38510263711214	3295.0131049525226	20.0	3295.0131049525226	20.0	3295.0131049525226	20.0	3295.0131049525226	20.0
RKC024.A0101	RKC028.A0101	283.38510263711214	3294.8883036733605	21.0	3294.8883036733605	21.0	3294.8883036733605	21.0	3294.8883036733605	21.0
KFJ020.A0101	KFJ017.A0101	279.1407026350498	3294.845199077099	21.0	3294.845199077099	21.0	3294.845199077099	21.0	3294.845199077099	21.0
MGS080.A0101	MGS060.A0101	268.77949282643385	3294.674799844506	21.0	3294.674799844506	21.0	3294.674799844506	21.0	3294.674799844506	21.0
XXX001.A1809	KFJ048.A0101	283.2505026832223	3294.4774994117324	21.0	3294.4774994117324	21.0	3294.4774994117324	21.0	3294.4774994117324	21.0
MGS318.A0101	MGS317.A0101	268.778292828938	3294.439705988043	21.0	3294.439705988043	21.0	3294.439705988043	21.0	3294.439705988043	21.0
RKF237.A0101	RKF136.A0101	268.77949282643385	3294.1873060668513	23.0	3294.1873060668513	23.0	3294.1873060668513	23.0	3294.1873060668513	23.0
MGS307.A0101	MGS237.A0101	283.6522025987506	3294.0165032858204	23.0	3294.0165032858204	23.0	3294.0165032858204	23.0	3294.0165032858204	23.0
MGS030.A0101	MGS165.A0101	283.36290270090103	3293.7933040608186	20.0	3293.7933040608186	20.0	3293.7933040608186	20.0	3293.7933040608186	20.0
RKF116.A0101	RKF113.A0101	283.04440267384047	3293.692509517132	21.0	3293.692509517132	21.0	3293.692509517132	21.0	3293.692509517132	21.0
LEO067.A0101	LEO093.A0101	283.38510263711214	3293.6320876258833	20.0	3293.6320876258833	20.0	3293.6320876258833	20.0	3293.6320876258833	20.0
LEO139.A0101	LEO036.A0101	280.8649025857449	3293.570904068474	21.0	3293.570904068474	21.0	3293.570904068474	21.0	3293.570904068474	21.0
RKF255.A0101	RKF258.A0101	283.5436025634408	3293.2348085334525	20.0	3293.2348085334525	20.0	3293.2348085334525	20.0	3293.2348085334525	20.0
RKC038.A0101	RKC033.A0101	283.38510263711214	3293.142392844311	21.0	3293.142392844311	21.0	3293.142392844311	21.0	3293.142392844311	21.0
RKF140.A0101	RKF209.A0101	283.28240271657705	3293.0756034795195	22.0	3283.090403780807	21.0	3283.090403780807	21.0	3283.090403780807	21.0
MGS314.A0101	MGS036.A0101	283.46820268780004	3292.9933020830504	20.0	3292.9933020830504	20.0	3292.9933020830504	20.0	3292.9933020830504	20.0
MGS030.A0101	MGS029.A0101	283.38510263711214	3292.851910488389	21.0	3292.851910488389	21.0	3292.851910488389	21.0	3292.851910488389	21.0
RKF213.A0101	RKF034.A0101	283.38510263711214	3292.606407153653	21.0	3292.606407153653	21.0	3292.606407153653	21.0	3292.606407153653	21.0
LEO100.A0101	LEO102.A0101	282.7200101688504	3292.5628189936106	20.0	3292.5628189936106	20.0	3292.5628189936106	20.0	3292.5628189936106	20.0
RKC047.A0101	RKC039.A0101	283.6522025987506	3292.5562861171784	20.0	3292.5562861171784	20.0	3292.5562861171784	20.0	3292.5562861171784	20.0
LEO095.A0101	LEO090.A0101	223.23740323772654	3292.447799234651	22.0	3292.447799234651	22.0	3292.447799234651	22.0	3292.447799234651	22.0
RKF047.A0101	RKF037.A0101	268.78099282621406	3292.4136939065647	21.0	3292.4136939065647	21.0	3292.4136939065647	21.0	3292.4136939065647	21.0
MGS037.A0101	MGS036.A0101	283.46820268780004	3292.3207962099696	20.0	3292.3207962099696	20.0	3292.3207962099696	20.0	3292.3207962099696	20.0
MGS312.A0101	MGS075.A0101	283.35059583187103	3292.307906966016	20.0	3292.307906966016	20.0	3292.307906966016	20.0	3292.307906966016	20.0
MGS110.A0101	MGS115.A0101	283.46820268780004	3292.199689258996	20.0	3292.199689258996	20.0	3292.199689258996	20.0	3292.199689258996	20.0
MGS310.A0101	MGS182.A0101	268.7866928288713	3292.044625048584	22.0	3292.044625048584	22.0	3292.044625048584	22.0	3292.044625048584	22.0
RKF179.A0101	RKF201.A0101	283.3335027098656	3291.912313296052	20.0	3291.912313296052	20.0	3291.912313296052	20.0	3291.912313296052	20.0
RKC042.A0101	RKC033.A0101	282.8303102403879	3291.9100292536314	21.0	3291.9100292536314	21.0	3291.9100292536314	21.0	3291.9100292536314	21.0
MGS422.A0101	MGS036.A0101	268.55940659879707	3291.8827152709127	21.0	3291.8827152709127	21.0	3291.8827152709127	21.0	3291.8827152709127	21.0
MGS021.A0101	MGS036.A0101	283.36290270090103	3291.8747078292654	20.0	3291.8747078292654	20.0	3291.8747078292654	20.0	3291.8747078292654	20.0
MGS123.A0101	MGS156.A0101	283.5384026169777	3291.8669085687725	21.0	3291.8669085687725	21.0	3291.8669085687725	21.0	3291.8669085687725	21.0
MGS178.A0101	MGS194.A0101	283.36290270090103	3291.3321155530866	20.0	3291.3321155530866	20.0	3291.3321155530866	20.0	3291.3321155530866	20.0
RKF148.A0101	RKF237.A0101	263.31350848195143	3291.246726780082	22.0	3291.246726780082	22.0	3291.246726780082	22.0	3291.246726780082	22.0
MGS165.A0101	MGS010.A0101	283.35460256785154	3291.1479885922745	23.0	3291.1479885922745	23.0	3291.1479885922745	23.0	3291.1479885922745	23.0
RKF129.A0101	RKF201.A0101	283.2685025408864	3290.925898232672	23.0	3280.1701979071368	22.0	3280.1701979071368	22.0	3280.1701979071368	22.0
RKF013.A0101	RKF017.A0101	283.34039598703384	3290.8255109839956	22.0	3290.8255109839956	22.0	3290.8255109839956	22.0	3290.8255109839956	22.0
MGS067.A0101	MGS044.A0101	268.78099282621406	3290.7004895765567	21.0	3290.7004895765567	21.0	3290.7004895765567	21.0	3290.7004895765567	21.0
MGS240.A0101	MGS315.A0101	283.3395026624203	3290.2619029853668	20.0	3290.2619029853668	20.0	3290.2619029853668	20.0	3290.2619029853668	20.0
MGS022.A0101	MGS417.A0101	283.180002681911	3290.183494021767	20.0	3290.183494021767	20.0	3290.183494021767	20.0	3290.183494021767	20.0
XXX001.A1815	KFJ025.A0101	283.3789037540555	3289.730811974732	20.0	3289.730811974732	20.0	3289.730811974732	20.0	3289.730811974732	20.0
XXX001.A1815	KFJ009.A0101	268.1838973367121	3289.691607283021	22.0	3289.691607283021	22.0	3289.691607283021	22.0	3289.691607283021	22.0
RKF140.A0101	RKF142.A0101	283.3468025550246	3289.579213516845	22.0	3289.579213516845	22.0	3289.579213516845	22.0	3289.579213516845	22.0
RKF117.A0101	RKF105.A0101	283.4419026970864	3289.511007569672	21.0	3289.511007569672	21.0	3289.511007569672	21.0	3289.511007569672	21.0
LEO100.A0101	LEO056.A0101	283.46820268780004	3289.0568176750094	21.0	3289.0568176750094	21.0	3289.0568176750094	21.0	3270.8471182224457	20.0
KFJ011.A0101	KFJ007.A0101	283.46820268780004	3288.9558905284503	23.0	3288.9558905284503	23.0	3288.9558905284503	23.0	3288.9558905284503	23.0
MGS033.A0101	MGS203.A0101	283.6522025987506	3288.824197022768	21.0	3288.824197022768	21.0	3288.824197022768	21.0	3288.824197022768	21.0
KFJ020.A0101	KFJ012.A0101	282.85271022468805	3288.626909337472	20.0	3288.626909337472	20.0	3288.626909337472	20.0	3288.626909337472	20.0
RKC029.A0101	RKC013.A0101	283.6522025987506	3288.547501362882	20.0	3288.547501362882	20.0	3288.547501362882	20.0	3288.547501362882	20.0
RKF042.A0101	RKF218.A0101	268.78099282621406	3288.2980085320014	22.0	3288.2980085320014	22.0	3288.2980085320014	22.0	3288.2980085320014	22.0
LEO113.A0101	LEO052.A0101	280.9502001851797	3287.2951003344497	22.0	3287.2951003344497	22.0	3287.2951003344497	22.0	3287.2951003344497	22.0
KUP011.A0101	KUP012.A0101	283.6522025987506	3287.233696291514	21.0	3287.233696291514	21.0	3287.233696291514	21.0	3287.233696291514	21.0
MGS156.A0101	MGS134.A0101	283.46820268780004	3287.131907983712	22.0	3287.131907983712	22.0	3287.131907983712	22.0	3268.869707937847	21.0
RKF175.A0101	RKF172.A0101	283.38510263711214	3286.6195124050137	23.0	3286.6195124050137	23.0	3286.6195124050137	23.0	3286.6195124050137	23.0
RKF099.A0101	RKF011.A0101	281.4622025936842	3286.4517011563294	20.0	3286.4517011563294	20.0	3286.4517011563294	20.0	3286.4517011563294	20.0
RKF207.A0101	RKF147.A0101	283.38510263711214	3286.351207368716	21.0	3286.351207368716	21.0	3286.351207368716	21.0	3286.351207368716	21.0
MGS051.A0101	MGS060.A0101	263.0265955638606	3285.6403895435506	21.0	3285.6403895435506	21.0	3285.6403895435506	21.0	3285.6403895435506	21.0
MGS230.A0101	MGS051.A0101	283.61090254038567	3283.497416906175	21.0	3283.497416906175	21.0	3283.497416906175	21.0	3283.497416906175	21.0
RKF193.A0101	RKF078.A0101	268.78099282621406	3282.0606059758575	22.0	3282.0606059758575	22.0	3282.0606059758575	22.0	3282.0606059758575	22.0
RKC020.A0101	RKC019.A0101	268.77949282643385	3281.9436952688193	21.0	3281.9436952688193	21.0	3281.9436952688193	21.0	3281.9436952688193	21.0
